date,value
2017-04-04,1.1072917608676
2017-04-05,1.1037803148676
2017-04-06,1.1106777088675999
2017-04-07,1.1008457101505997
2017-04-10,1.1090367247465995
2017-04-11,1.1120220521957995
2017-04-12,1.1085968153891994
2017-04-13,1.0963170834565996
2017-04-17,1.1083660213517996
2017-04-18,1.1074011385837996
2017-04-19,1.1017081617790991
2017-04-20,1.0987797075586991
2017-04-21,1.0980667963311992
2017-04-24,1.0928393724289993
2017-04-25,1.0945349278163996
2017-04-26,1.0895894823237995
2017-04-27,1.0888624369477997
2017-04-28,1.0812289810837994
2017-05-01,1.0817548000837995
2017-05-02,1.0867973440837995
2017-05-03,1.0859499140837996
2017-05-04,1.0776056520837993
2017-05-05,1.0865296720837998
2017-05-08,1.0835334950837991
2017-05-09,1.0873205440837994
2017-05-10,1.0920075520837997
2017-05-11,1.0856998390837997
2017-05-12,1.0733351840837997
2017-05-15,1.0837285900837994
2017-05-16,1.0810213990837994
2017-05-17,1.0281233830837992
2017-05-18,1.0266725460837993
2017-05-19,1.0309803100837995
2017-05-22,1.0372306550837993
2017-05-23,1.0367372230837992
2017-05-24,1.0421999700837992
2017-05-25,1.0493352780837994
2017-05-26,1.0439744730837994
2017-05-30,1.0462626390837992
2017-05-31,1.0478405930837995
2017-06-01,1.0580416180837997
2017-06-02,1.0601009078833996
2017-06-05,1.0576991779167995
2017-06-06,1.0512873908834
2017-06-07,1.0488990666161997
2017-06-08,1.0445989170277996
2017-06-09,1.0189229992031996
2017-06-12,1.0195284742031998
2017-06-13,1.0261211942031996
2017-06-14,1.0267004322031996
2017-06-15,1.0282276982031993
2017-06-16,1.0272503992032
2017-06-19,1.0328727962031996
2017-06-20,1.0285228492031993
2017-06-21,1.0193830532032002
2017-06-22,1.0175788082031998
2017-06-23,1.0136420632031995
2017-06-26,1.0167837271348994
2017-06-27,1.0109248432180993
2017-06-28,1.0244161151236997
2017-06-29,1.0211671024800995
2017-06-30,1.0197004628537998
2017-07-03,1.0335442828537995
2017-07-05,1.0371707408537998
2017-07-06,1.0208462438538
2017-07-07,1.028925708853799
2017-07-10,1.0308289048537995
2017-07-11,1.0217145298537995
2017-07-12,1.0260112758537994
2017-07-13,1.0288692372017998
2017-07-14,1.0255434882018
2017-07-17,1.0251483802017993
2017-07-18,1.0257497952018
2017-07-19,1.0216176372017995
2017-07-20,1.0228472762017995
2017-07-21,1.0301428202018
2017-07-24,1.0352514322017994
2017-07-25,1.0260579062017994
2017-07-26,1.0250884632017991
2017-07-27,1.0127085352017995
2017-07-28,1.0313520802017992
2017-07-31,1.0149686242017992
2017-08-01,1.0128853912017992
2017-08-02,1.0110586402017987
2017-08-03,0.9941845802017995
2017-08-04,1.009957926216299
2017-08-07,1.0109902707617993
2017-08-08,1.0034036826805992
2017-08-09,1.0047585148337992
2017-08-10,1.0064813406628992
2017-08-11,1.0154280316628987
2017-08-14,1.0441492146628988
2017-08-15,1.0446807696628992
2017-08-16,1.0520260996628992
2017-08-17,1.0364230710188995
2017-08-18,1.054896521018899
2017-08-21,1.0539325810188993
2017-08-22,1.0592831910188993
2017-08-23,1.0512696460188997
2017-08-24,1.044565301018899
2017-08-25,1.0153783789508994
2017-08-28,1.0154140060148993
2017-08-29,1.0279782371778987
2017-08-30,1.0241452309343988
2017-08-31,1.0262131375283998
2017-09-01,1.022188216635399
2017-09-05,1.0082753325408988
2017-09-06,0.9913637130418987
2017-09-07,0.9986879560419001
2017-09-08,0.9978712720419003
2017-09-11,0.9904676310419
2017-09-12,0.9881505647786998
2017-09-13,0.9799539528287001
2017-09-14,0.9773108618287001
2017-09-15,0.9782573068287
2017-09-18,0.9880638359707001
2017-09-19,0.9985346487219
2017-09-20,0.9995017857311003
2017-09-21,0.9993633565901003
2017-09-22,0.9984371912273001
2017-09-25,1.0100024782207002
2017-09-26,1.0127366595182
2017-09-27,1.0179772760167003
2017-09-28,1.0174217472096003
2017-09-29,1.0201512853149002
2017-10-02,1.0232634538937
2017-10-03,1.0219142785807
2017-10-04,1.0217083501735003
2017-10-05,1.0286793666278005
2017-10-06,1.0170140982464009
2017-10-09,1.0212835347552
2017-10-10,1.0205240741189996
2017-10-11,1.0234687774025
2017-10-12,1.0169837473988004
2017-10-13,1.0185824835520005
2017-10-16,1.0299856189241006
2017-10-17,1.0218463301355005
2017-10-18,1.0313631530253002
2017-10-19,1.0293541845555008
2017-10-20,1.0365629254502002
2017-10-23,1.0358883734539004
2017-10-24,1.0376482657698005
2017-10-25,1.0273212221586003
2017-10-26,1.0338202088213007
2017-10-27,1.0382426391961004
2017-10-30,1.0351376836975998
2017-10-31,1.0542731896976
2017-11-01,1.0467458166976
2017-11-02,1.0544270446976005
2017-11-03,1.0549847136976005
2017-11-06,1.0769614156976006
2017-11-07,1.0791044746976004
2017-11-08,1.074242513697601
2017-11-09,1.0648843456976007
2017-11-10,1.0614352786976005
2017-11-13,1.0600633176976002
2017-11-14,1.0576932546976008
2017-11-15,1.0518056536976002
2017-11-16,1.0563263096976006
2017-11-17,1.0537272806976006
2017-11-20,1.0504112376976005
2017-11-21,1.0557781896976006
2017-11-22,1.0511802116976001
2017-11-24,1.0626404356976005
2017-11-27,1.0525370306976003
2017-11-28,1.0605914336976003
2017-11-29,1.0844015506976006
2017-11-30,1.0880671266976005
2017-12-01,1.0826162736976004
2017-12-04,1.0924760326976004
2017-12-05,1.0749812951976003
2017-12-06,1.0658759071976
2017-12-07,1.0767778981976004
2017-12-08,1.0869461361976
2017-12-11,1.0801702531975999
2017-12-12,1.0787173591976005
2017-12-13,1.0707683291975998
2017-12-14,1.0667856121976003
2017-12-15,1.0795400631976013
2017-12-18,1.0946556161975998
2017-12-19,1.084542032197601
2017-12-20,1.086970595197601
2017-12-21,1.0965688741976007
2017-12-22,1.0932384021976
2017-12-26,1.1010428481976007
2017-12-27,1.1000273491976005
2017-12-28,1.1053063871976008
2017-12-29,1.0957099851976004
2018-01-02,1.1038089001976006
2018-01-03,1.124361086197601
2018-01-04,1.1149201631976
2018-01-05,1.1257024191976006
2018-01-08,1.1271062191976002
2018-01-09,1.1239697841975997
2018-01-10,1.1083298151976009
2018-01-11,1.1318931781976
2018-01-12,1.1356298931975997
2018-01-16,1.1152789301976007
2018-01-17,1.1273125461976004
2018-01-18,1.1303307571975998
2018-01-19,1.1444149721976
2018-01-22,1.1709832351976002
2018-01-23,1.1833499211976002
2018-01-24,1.1754560871976003
2018-01-25,1.1879351191975995
2018-01-26,1.2008600011976003
2018-01-29,1.2045881701976
2018-01-30,1.1906882751976002
2018-01-31,1.1902494241976005
2018-02-01,1.2311828631976003
2018-02-02,1.2165052531976002
2018-02-05,1.1498193061975999
2018-02-06,1.1685958791975999
2018-02-07,1.1639782061976
2018-02-08,1.1057768301975996
2018-02-09,1.1119013401976001
2018-02-12,1.1368076521975998
2018-02-13,1.1379817041976
2018-02-14,1.1654536941976
2018-02-15,1.2063343391975998
2018-02-16,1.2028281911976
2018-02-20,1.2005824291975997
2018-02-21,1.2039675741976
2018-02-22,1.1937615441975995
2018-02-23,1.2230898321976
2018-02-26,1.2457815821976
2018-02-27,1.2271061471975997
2018-02-28,1.2129450991975994
2018-03-01,1.2000461621975995
2018-03-02,1.2191915361976
2018-03-05,1.2416181041975993
2018-03-06,1.2693315061975998
2018-03-07,1.2644924581975996
2018-03-08,1.2669371691975997
2018-03-09,1.2844640861975993
2018-03-12,1.2978136276975998
2018-03-13,1.2895594746975996
2018-03-14,1.2909033256975995
2018-03-15,1.2870184216975995
2018-03-16,1.2942947096975992
2018-03-19,1.2840014746975998
2018-03-20,1.2975210956975995
2018-03-21,1.2969612686976
2018-03-22,1.2611864616975996
2018-03-23,1.2408657106975998
2018-03-26,1.2699934786975997
2018-03-27,1.2603215796975997
2018-03-28,1.2538062836975998
2018-03-29,1.2691180566975993
2018-04-02,1.2526137486975997
2018-04-03,1.2636112466976
2018-04-04,1.2708179276976
2018-04-05,1.2837180756976
2018-04-06,1.2689977656976
2018-04-09,1.277187521697599
2018-04-10,1.2826417396976
2018-04-11,1.2911459656976
2018-04-12,1.2799709736975995
2018-04-13,1.2914392046976
2018-04-16,1.3160358576976003
2018-04-17,1.3321797546975997
2018-04-18,1.3391138401644997
2018-04-19,1.3431384290448
2018-04-20,1.3378530715390997
2018-04-23,1.3452407269873996
2018-04-24,1.3410563578349999
2018-04-25,1.3384073950631996
2018-04-26,1.3757612444335996
2018-04-27,1.34806602726
2018-04-30,1.3271542812599997
2018-05-01,1.3186601269417997
